regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
Abruzzo	Abruzzo	2020-03-26		63	946	23	5488	133	11	0	9	5	7.43	80.14	2.14	http://www.salute.gov.it/
Accomack_County,_Virginia	Accomack County, Virginia	2020-03-26		0	2			1	0		1	0	0.0	0.29		http://www.vdh.virginia.gov/
Adair_County,_Missouri	Adair County, Missouri	2020-03-26			1			0			1					https://health.mo.gov/
Adair_County,_Oklahoma	Adair County, Oklahoma	2020-03-26			2			0			0					https://coronavirus.health.ok.gov/
Adams_County,_Mississippi	Adams County, Mississippi	2020-03-26			6			3			2					https://msdh.ms.gov/
Adams_County,_Washington	Adams County, Washington	2020-03-26		0	3			2	0		2	0				https://coronavirus.wa.gov/
Afghanistan	Afghanistan	2020-03-26		2	80			6	0	0	-26	0	0.29	8.29		https://www.who.int/
Alabama	Alabama	2020-03-26		3	538			152	2		8	1	0.43	65.71		https://covid19.alabama.gov/
Alameda_County,_California	Alameda County, California	2020-03-26		4	172			38	1		0	0	0.57	19.43		https://www.cdph.ca.gov/
Alaska	Alaska	2020-03-26		3	65			14	2		7	2	0.29	7.57		http://www.dhss.alaska.gov/
Albania	Albania	2020-03-26		5	174			28	0	0	5	-1	0.43	14.86		https://www.who.int/
Albany_County,_New_York	Albany County, New York	2020-03-26			171			19			19					https://coronavirus.health.ny.gov/
Albany_County,_Wyoming	Albany County, Wyoming	2020-03-26			1			0			0					https://health.wyo.gov/
Albemarle_County,_Virginia	Albemarle County, Virginia	2020-03-26		0	6			2	0		0	0	0.0	0.86		http://www.vdh.virginia.gov/
Alcona_County,_Michigan	Alcona County, Michigan	2020-03-26	2020-06-17T16:00:00.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.michigan.gov/
Alexandria,_Virginia	Alexandria, Virginia	2020-03-26		0	14			5	0		4	0	0.0	1.43		http://www.vdh.virginia.gov/
Alger_County,_Michigan	Alger County, Michigan	2020-03-26	2020-06-17T16:00:00.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.michigan.gov/
Algeria	Algeria	2020-03-26	2020-06-27T11:41:17.000Z	21	302			38	2	2	5	0	2.0	31.43		https://www.ecdc.europa.eu/
Allegan_County,_Michigan	Allegan County, Michigan	2020-03-26	2020-06-17T16:00:00.000Z	0	6			0	0	0	-3	0	0.0	0.71		https://www.michigan.gov/
Allegany_County,_New_York	Allegany County, New York	2020-03-26			2			0			0					https://coronavirus.health.ny.gov/
Alleghany_County,_Virginia	Alleghany County, Virginia	2020-03-26		0	0			0	0		0	0	0.0	0.0		http://www.vdh.virginia.gov/
Alpena_County,_Michigan	Alpena County, Michigan	2020-03-26	2020-06-17T16:00:00.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.michigan.gov/
Amador_County,_California	Amador County, California	2020-03-26		0	1			0	0		0	0	0.0	0.14		https://www.cdph.ca.gov/
Amelia_County,_Virginia	Amelia County, Virginia	2020-03-26		0	1			1	0		1	0	0.0	0.14		http://www.vdh.virginia.gov/
Amherst_County,_Virginia	Amherst County, Virginia	2020-03-26		0	1			0	0		0	0	0.0	0.14		http://www.vdh.virginia.gov/
Anchorage,_Alaska	Anchorage, Alaska	2020-03-26			33											http://www.dhss.alaska.gov/
Andalusia	Andalusia	2020-03-26	2020-06-26T15:07:50.000Z	144	3790			386	10		-10	-11	16.29	357.57		https://www.mscbs.gob.es/
Anderson_County,_Tennessee	Anderson County, Tennessee	2020-03-26			3											https://www.tn.gov/
Andorra	Andorra	2020-03-26		3	213			25	0	0	1	0	0.43	19.71		https://www.who.int/
Androscoggin_County,_Maine	Androscoggin County, Maine	2020-03-26			5			1			0					https://www.maine.gov/
Angola	Angola	2020-03-26	2020-06-27T11:41:17.000Z	0	2			0	0	0	0	0				https://www.ecdc.europa.eu/
Anguilla	Anguilla	2020-03-26		0	2			0	0		0	0				https://www.who.int/
Anoka_County,_Minnesota	Anoka County, Minnesota	2020-03-26			8			1			1					https://www.health.state.mn.us/
Antigua_and_Barbuda	Antigua and Barbuda	2020-03-26	2020-06-27T11:41:17.000Z	0	3			0	0	0	0	0	0.0	0.29		https://www.ecdc.europa.eu/
Antrim_County,_Michigan	Antrim County, Michigan	2020-03-26	2020-06-17T16:00:00.000Z	0	6			0	0	0	0	0	0.0	0.57		https://www.michigan.gov/
