regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
60002,_Antioch,_Illinois,_Illinois	60002, Antioch, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		1738		16524	0			-6			3.0		http://www.dph.illinois.gov/
60004,_Arlington_Heights,_Illinois,_Illinois	60004, Arlington Heights, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		3529		58473	0			-7			4.57		http://www.dph.illinois.gov/
60005,_Arlington_Heights,_Illinois,_Illinois	60005, Arlington Heights, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		2240		36407	0			-5			2.43		http://www.dph.illinois.gov/
60007,_Elk_Grove_Village,_Illinois,_Illinois	60007, Elk Grove Village, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		2766		31989	0			-1			2.0		http://www.dph.illinois.gov/
60008,_Rolling_Meadows,_Illinois,_Illinois	60008, Rolling Meadows, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		2323		28034	0			-3			1.43		http://www.dph.illinois.gov/
60010,_Barrington_station,_Illinois	60010, Barrington station, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		2838		42813	0			-8			4.0		http://www.dph.illinois.gov/
60012,_Crystal_Lake,_Illinois,_Illinois	60012, Crystal Lake, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		892		14194	0			-3			1.43		http://www.dph.illinois.gov/
60013,_Cary,_Illinois,_Illinois	60013, Cary, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		1808		20980	0			-1			2.0		http://www.dph.illinois.gov/
60014,_Crystal_Lake,_Illinois,_Illinois	60014, Crystal Lake, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		3728		40134	0			-13			6.71		http://www.dph.illinois.gov/
60015,_Deerfield,_Illinois,_Illinois	60015, Deerfield, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		1766		46471	0			-2			1.71		http://www.dph.illinois.gov/
60016,_Des_Plaines,_Illinois,_Illinois	60016, Des Plaines, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		5619		70455	0			-15			8.57		http://www.dph.illinois.gov/
60018,_Des_Plaines,_Illinois,_Illinois	60018, Des Plaines, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		3331		42885	0			-6			2.43		http://www.dph.illinois.gov/
60020,_Fox_Lake,_Illinois,_Illinois	60020, Fox Lake, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		803		10092	0			0			2.0		http://www.dph.illinois.gov/
60021,_Fox_River_Grove,_Illinois,_Illinois	60021, Fox River Grove, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		329		4362	0			1			0.43		http://www.dph.illinois.gov/
60022,_Glencoe,_Illinois,_Illinois	60022, Glencoe, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		410		9980	0			-1			0.57		http://www.dph.illinois.gov/
60025,_Glenview,_Illinois,_Illinois	60025, Glenview, Illinois, Illinois	2021-03-14	2021-03-14T05:00:00.000Z		2923		49689	0			-5			4.29		http://www.dph.illinois.gov/
