regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
Earth	Earth	2021-03-29	2021-03-28T18:16:56.594Z	2696728	122447923								7554.86	421181.0	260999.86	https://github.com/yahoo/covid-19-data/blob/master/data-sources.md
Kampong_Cham_Province	Kampong Cham Province	2021-03-29	2021-03-29T07:00:00.000Z		23			0			-5			0.86		http://www.cdcmoh.gov.kh/
Kampong_Chhnang_Province	Kampong Chhnang Province	2021-03-29	2021-03-29T07:00:00.000Z		3			0			0			0.0		http://www.cdcmoh.gov.kh/
Kampot_Province	Kampot Province	2021-03-29	2021-03-29T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Kandal_Province	Kandal Province	2021-03-29	2021-03-29T07:00:00.000Z		326			0			-3			11.57		http://www.cdcmoh.gov.kh/
Kazakhstan	Kazakhstan	2021-03-29		2540	240381	216380							0.0	1067.86	660.86	https://www.coronavirus2020.kz/
Kep_Province	Kep Province	2021-03-29	2021-03-29T07:00:00.000Z		6			0			-1			0.14		http://www.cdcmoh.gov.kh/
Koh_Kong_Province	Koh Kong Province	2021-03-29	2021-03-29T07:00:00.000Z		18			0			0			0.43		http://www.cdcmoh.gov.kh/
Malaysia	Malaysia	2021-03-29	2021-03-28T04:00:00.000Z	1255	341944	326309		1302	4	1127	1302	4	2.43	1112.57	1075.0	http://www.moh.gov.my/
New_Zealand	New Zealand	2021-03-29	2021-03-28T01:00:00.000Z	26	2482	2381	1884329						0.0	2.86	1.14	https://www.health.govt.nz/
Phnom_Penh	Phnom Penh	2021-03-29	2021-03-29T07:00:00.000Z		1209			0			-24			23.29		http://www.cdcmoh.gov.kh/
Preah_Vihear_Province	Preah Vihear Province	2021-03-29	2021-03-29T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Siem_Reap_Province	Siem Reap Province	2021-03-29	2021-03-29T07:00:00.000Z		18			0			-2			0.86		http://www.cdcmoh.gov.kh/
Singapore	Singapore	2021-03-29	2021-03-28T04:00:00.000Z	30	60300	60122	8307697						0.0	14.86	12.0	https://www.moh.gov.sg/covid-19
Tboung_Khmum_Province	Tboung Khmum Province	2021-03-29	2021-03-29T07:00:00.000Z		13			0			-3			0.71		http://www.cdcmoh.gov.kh/
Vietnam	Vietnam	2021-03-29		35	2591	2308							0.0	2.29	10.71	https://ncov.moh.gov.vn/
