regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
Adygea	Adygea	2021-03-10	2021-03-09T08:00:00.000Z	154	13892	12420		13			0		0.43	11.29	21.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Akmola_Region	Akmola Region	2021-03-10		104	14174	13116							0.0	53.14	60.29	https://www.coronavirus2020.kz/
Aktobe_Region	Aktobe Region	2021-03-10		50	4404	4136							0.0	17.0	9.14	https://www.coronavirus2020.kz/
Almaty	Almaty	2021-03-10		452	26114	23834							0.0	119.14	67.43	https://www.coronavirus2020.kz/
Almaty_Region	Almaty Region	2021-03-10		114	11294	10189							0.0	47.0	47.43	https://www.coronavirus2020.kz/
Altai_Krai	Altai Krai	2021-03-10	2021-03-09T08:00:00.000Z	1563	44681	40040		122			0		4.43	107.86	111.86	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Altai_Republic	Altai Republic	2021-03-10	2021-03-09T08:00:00.000Z	177	16360	16119		1			0		1.71	15.14	19.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Amur_Oblast	Amur Oblast	2021-03-10	2021-03-09T08:00:00.000Z	191	21317	19905		28			0		1.43	27.14	46.86	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Arkhangelsk_Oblast	Arkhangelsk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	708	57726	52654		115			0		6.57	101.29	185.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Astrakhan_Oblast	Astrakhan Oblast	2021-03-10	2021-03-09T08:00:00.000Z	587	29112	23117		83			0		2.0	75.71	248.86	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Atyrau_Region	Atyrau Region	2021-03-10		128	17468	16904							0.0	32.57	32.71	https://www.coronavirus2020.kz/
Bahrain	Bahrain	2021-03-10	2021-03-10T00:00:00.000Z	474	127255	120489	3210185	0	0	0	-653	-1	2.29	531.71	571.71	https://www.moh.gov.bh/COVID19
Banteay_Meanchey_Province	Banteay Meanchey Province	2021-03-10	2021-03-10T07:00:00.000Z		58			0			0			0.0		http://www.cdcmoh.gov.kh/
Bashkortostan	Bashkortostan	2021-03-10	2021-03-09T08:00:00.000Z	303	29790	23971		133			0		2.71	114.0	115.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Battambang_Province	Battambang Province	2021-03-10	2021-03-10T07:00:00.000Z		26			0			0			0.0		http://www.cdcmoh.gov.kh/
Belarus	Belarus	2021-03-10	2021-03-09T04:00:00.000Z	2055	297514	288049	5025044						7.57	1009.57	1040.43	http://stopcovid.belta.by/
Belgorod_Oblast	Belgorod Oblast	2021-03-10	2021-03-09T08:00:00.000Z	508	32305	29613		93			0		2.29	82.71	81.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Bryansk_Oblast	Bryansk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	263	33716	32874		85			0		0.43	75.86	80.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Buryatia	Buryatia	2021-03-10	2021-03-09T08:00:00.000Z	730	34539	32352		97			0		1.57	85.71	85.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Cambodia	Cambodia	2021-03-10	2021-03-10T07:00:00.000Z	0	1060	538		0	0	0	-49	0	0.0	26.0	8.0	http://www.cdcmoh.gov.kh/
Chechnya	Chechnya	2021-03-10	2021-03-09T08:00:00.000Z	113	11400	10956		11			0		0.14	9.86	18.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Chelyabinsk_Oblast	Chelyabinsk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	1059	52356	46287		152			0		5.57	136.57	147.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Chukotka_Autonomous_Okrug	Chukotka Autonomous Okrug	2021-03-10	2021-03-09T08:00:00.000Z	5	703	660		0			0		0.0	1.14	1.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Chuvashia	Chuvashia	2021-03-10	2021-03-09T08:00:00.000Z	1083	21837	19979		45			0		4.57	41.0	36.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Dagestan	Dagestan	2021-03-10	2021-03-09T08:00:00.000Z	1361	30147	27894		38			0		1.57	35.14	35.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Earth	Earth	2021-03-10	2021-03-09T22:55:01.857Z	2531254	113832651								6095.0	288617.57	206180.29	https://github.com/yahoo/covid-19-data/blob/master/data-sources.md
East_Kazakhstan_Region	East Kazakhstan Region	2021-03-10		332	22333	20265							0.0	27.14	17.0	https://www.coronavirus2020.kz/
India	India	2021-03-10	2021-03-09T02:30:00.000Z	157930	11244786	10899394							83.43	15038.57	12478.57	https://www.mohfw.gov.in/
Ingushetia	Ingushetia	2021-03-10	2021-03-09T08:00:00.000Z	174	14869	13155		12			0		0.0	10.86	16.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Irkutsk_Oblast	Irkutsk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	1846	57550	55006		204			0		5.71	175.0	260.86	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Ivanovo_Oblast	Ivanovo Oblast	2021-03-10	2021-03-09T08:00:00.000Z	960	31146	29326		60			0		3.0	54.14	83.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Jambyl_Region	Jambyl Region	2021-03-10		64	6072	5756							0.0	14.57	8.0	https://www.coronavirus2020.kz/
Jewish_Autonomous_Oblast	Jewish Autonomous Oblast	2021-03-10	2021-03-09T08:00:00.000Z	119	4364	4159		6			0		0.0	4.43	4.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Jordan	Jordan	2021-03-10	2021-03-08T00:00:00.000Z	4935	427717	367315	4864598						20.29	2871.43	1647.71	https://corona.moh.gov.jo/
Kabardino-Balkaria	Kabardino-Balkaria	2021-03-10	2021-03-09T08:00:00.000Z	381	21599	20289		66			0		1.14	57.43	62.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kaliningrad_Oblast	Kaliningrad Oblast	2021-03-10	2021-03-09T08:00:00.000Z	280	29010	26527		70			0		2.14	73.29	95.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kalmykia	Kalmykia	2021-03-10	2021-03-09T08:00:00.000Z	302	19299	18380		27			0		0.71	26.86	35.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kaluga_Oblast	Kaluga Oblast	2021-03-10	2021-03-09T08:00:00.000Z	269	30683	28448		89			0		1.14	80.14	93.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kamchatka_Krai	Kamchatka Krai	2021-03-10	2021-03-09T08:00:00.000Z	139	13749	12526		22			0		3.0	20.43	31.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kampong_Cham_Province	Kampong Cham Province	2021-03-10	2021-03-10T07:00:00.000Z		17			0			0			0.14		http://www.cdcmoh.gov.kh/
Kampong_Chhnang_Province	Kampong Chhnang Province	2021-03-10	2021-03-10T07:00:00.000Z		3			0			0			0.0		http://www.cdcmoh.gov.kh/
Kampot_Province	Kampot Province	2021-03-10	2021-03-10T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Kandal_Province	Kandal Province	2021-03-10	2021-03-10T07:00:00.000Z		18			0			-2			0.86		http://www.cdcmoh.gov.kh/
Karachay-Cherkessia	Karachay-Cherkessia	2021-03-10	2021-03-09T08:00:00.000Z	64	19327	17682		21			0		0.14	24.0	36.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Karaganda_Region	Karaganda Region	2021-03-10		307	15784	14539							0.0	39.71	37.14	https://www.coronavirus2020.kz/
Kazakhstan	Kazakhstan	2021-03-10		2540	219325	202694							0.0	645.57	566.86	https://www.coronavirus2020.kz/
Kemerovo_Oblast	Kemerovo Oblast	2021-03-10	2021-03-09T08:00:00.000Z	568	32163	31298		54			0		1.29	47.29	42.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kep_Province	Kep Province	2021-03-10	2021-03-10T07:00:00.000Z		4			0			0			0.0		http://www.cdcmoh.gov.kh/
Khabarovsk_Krai	Khabarovsk Krai	2021-03-10	2021-03-09T08:00:00.000Z	302	49434	46837		53			0		1.71	45.14	70.29	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Khakassia	Khakassia	2021-03-10	2021-03-09T08:00:00.000Z	477	21483	20521		18			0		3.14	17.71	32.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Khanty-Mansi_Autonomous_Okrug	Khanty-Mansi Autonomous Okrug	2021-03-10	2021-03-09T08:00:00.000Z	760	52376	50403		92			0		0.86	86.29	101.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kirov_Oblast	Kirov Oblast	2021-03-10	2021-03-09T08:00:00.000Z	303	37589	33108		115			0		0.86	102.71	181.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Koh_Kong_Province	Koh Kong Province	2021-03-10	2021-03-10T07:00:00.000Z		4			0			0			0.29		http://www.cdcmoh.gov.kh/
Komi_Republic	Komi Republic	2021-03-10	2021-03-09T08:00:00.000Z	761	40140	38995		73			0		0.86	66.29	67.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kostanay_Region	Kostanay Region	2021-03-10		40	12825	11412							0.0	46.86	50.29	https://www.coronavirus2020.kz/
Kostroma_Oblast	Kostroma Oblast	2021-03-10	2021-03-09T08:00:00.000Z	357	18775	15970		45			0		0.14	36.14	44.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Krasnodar_Krai	Krasnodar Krai	2021-03-10	2021-03-09T08:00:00.000Z	2056	39707	34618		137			0		11.86	119.86	133.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Krasnoyarsk_Krai	Krasnoyarsk Krai	2021-03-10	2021-03-09T08:00:00.000Z	2910	63925	59139		141			0		11.0	126.71	120.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kurgan_Oblast	Kurgan Oblast	2021-03-10	2021-03-09T08:00:00.000Z	322	18197	16342		58			0		2.14	50.57	61.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kursk_Oblast	Kursk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	486	31802	28524		115			0		2.43	101.71	106.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Kuwait	Kuwait	2021-03-10		1141	203055	188167							6.29	1182.0	853.0	https://corona.e.gov.kw/
Kyzylorda_Region	Kyzylorda Region	2021-03-10		16	3903	3766							0.0	4.86	6.43	https://www.coronavirus2020.kz/
Lebanon	Lebanon	2021-03-10	2021-03-09T15:53:00.000Z	5134	401826	314783							38.29	2618.14	2339.57	https://corona.ministryinfo.gov.lb/
Leningrad_Oblast	Leningrad Oblast	2021-03-10	2021-03-09T08:00:00.000Z	724	37278	34190		131			0		8.71	119.14	170.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Lipetsk_Oblast	Lipetsk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	457	25591	22161		98			0		2.14	86.71	90.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Magadan_Oblast	Magadan Oblast	2021-03-10	2021-03-09T08:00:00.000Z	97	8180	7921		5			0		0.14	4.43	6.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Malaysia	Malaysia	2021-03-10	2021-03-09T04:00:00.000Z	1186	316269	296379							5.43	1484.14	2238.86	http://www.moh.gov.my/
Mangystau_Region	Mangystau Region	2021-03-10		58	4285	3944							0.0	6.0	2.14	https://www.coronavirus2020.kz/
Mari_El	Mari El	2021-03-10	2021-03-09T08:00:00.000Z	180	12021	10959		24			0		1.14	21.43	44.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Mauritius	Mauritius	2021-03-10	2021-03-06T20:00:00.000Z	10	641	590							0.0	3.14	0.29	http://www.covid19.mu/
Mordovia	Mordovia	2021-03-10	2021-03-09T08:00:00.000Z	172	18223	16194		40			0		1.14	35.71	37.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Moscow	Moscow	2021-03-10	2021-03-09T08:00:00.000Z	15496	992882	913173		1066			0		43.43	1392.57	1439.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Moscow_Oblast	Moscow Oblast	2021-03-10	2021-03-09T08:00:00.000Z	4932	220129	179710		523			0		26.29	604.43	486.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Murmansk_Oblast	Murmansk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	988	47440	46260		75			0		4.43	62.29	105.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Nenets_Autonomous_Okrug	Nenets Autonomous Okrug	2021-03-10	2021-03-09T08:00:00.000Z	3	1046	953		1			0		0.0	3.14	2.86	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
New_Zealand	New Zealand	2021-03-10	2021-03-09T01:00:00.000Z	26	2409	2304	1786705						0.0	3.57	1.14	https://www.health.govt.nz/
Nizhny_Novgorod_Oblast	Nizhny Novgorod Oblast	2021-03-10	2021-03-09T08:00:00.000Z	2573	100019	92857		373			0		10.86	327.57	390.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
North_Kazakhstan_Region	North Kazakhstan Region	2021-03-10		42	12606	12374							0.0	28.0	43.14	https://www.coronavirus2020.kz/
Novgorod_Oblast	Novgorod Oblast	2021-03-10	2021-03-09T08:00:00.000Z	115	27700	24380		52			0		0.0	50.57	72.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Novosibirsk_Oblast	Novosibirsk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	1503	36703	33590		104			0		6.0	88.71	69.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Nur-Sultan	Nur-Sultan	2021-03-10		385	25775	23980							0.0	78.14	62.29	https://www.coronavirus2020.kz/
Omsk_Oblast	Omsk Oblast	2021-03-10	2021-03-09T08:00:00.000Z	1246	41785	38546		84			0		3.0	77.29	101.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Orenburg_Oblast	Orenburg Oblast	2021-03-10	2021-03-09T08:00:00.000Z	644	38285	35421		75			0		3.43	65.14	47.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Oryol_Oblast	Oryol Oblast	2021-03-10	2021-03-09T08:00:00.000Z	461	31012	28257		79			0		2.14	69.86	96.0	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Pavlodar_Region	Pavlodar Region	2021-03-10		107	18202	17511							0.0	61.29	58.0	https://www.coronavirus2020.kz/
Penza_Oblast	Penza Oblast	2021-03-10	2021-03-09T08:00:00.000Z	456	39581	35755		128			0		1.43	117.43	106.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Perm_Krai	Perm Krai	2021-03-10	2021-03-09T08:00:00.000Z	1796	48366	40977		151			0		6.29	139.14	186.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Phnom_Penh	Phnom Penh	2021-03-10	2021-03-10T07:00:00.000Z		692			0			-24			12.71		http://www.cdcmoh.gov.kh/
Preah_Vihear_Province	Preah Vihear Province	2021-03-10	2021-03-10T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Primorsky_Krai	Primorsky Krai	2021-03-10	2021-03-09T08:00:00.000Z	648	41078	36199		73			0		1.71	66.86	62.86	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Pskov_Oblast	Pskov Oblast	2021-03-10	2021-03-09T08:00:00.000Z	186	32744	21775		89			0		1.86	80.0	57.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Qatar	Qatar	2021-03-10	2021-03-08T21:00:00.000Z	264	167888	156612	1591056	471			0		0.57	402.43	265.71	https://www.moph.gov.qa/
Republic_of_Karelia	Republic of Karelia	2021-03-10	2021-03-09T08:00:00.000Z	327	41748	38003		107			0		1.86	90.0	122.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Rostov_Oblast	Rostov Oblast	2021-03-10	2021-03-09T08:00:00.000Z	3229	75490	66189		262			0		10.14	230.86	256.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Russia	Russia	2021-03-10	2021-03-09T08:00:00.000Z	89809	4342474	3932177	113700000	9445	336	9931	0	0	351.57	9103.43	11206.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Ryazan_Oblast	Ryazan Oblast	2021-03-10	2021-03-09T08:00:00.000Z	314	25042	23157		61			0		1.43	53.29	64.14	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Saint_Petersburg	Saint Petersburg	2021-03-10	2021-03-09T08:00:00.000Z	11435	375828	317686		941			0		33.57	829.86	1733.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Sakhalin_Oblast	Sakhalin Oblast	2021-03-10	2021-03-09T08:00:00.000Z	34	21752	20728		12			0		0.0	19.57	29.57	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Samara_Oblast	Samara Oblast	2021-03-10	2021-03-09T08:00:00.000Z	937	50960	47331		260			0		3.14	229.29	250.71	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Saratov_Oblast	Saratov Oblast	2021-03-10	2021-03-09T08:00:00.000Z	687	51182	46103		175			0		4.71	157.0	129.43	https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Shymkent	Shymkent	2021-03-10		94	6290	5605							0.0	15.29	4.0	https://www.coronavirus2020.kz/
