regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
Akmola_Region	Akmola Region	2021-02-28		104	13510	12386							0.0	58.0	86.29	https://www.coronavirus2020.kz/
Aktobe_Region	Aktobe Region	2021-02-28		50	4251	4026							0.0	10.43	9.14	https://www.coronavirus2020.kz/
Almaty	Almaty	2021-02-28		452	24878	22985							0.0	88.57	73.29	https://www.coronavirus2020.kz/
Almaty_Region	Almaty Region	2021-02-28		114	10727	9726							0.0	41.14	34.57	https://www.coronavirus2020.kz/
Atyrau_Region	Atyrau Region	2021-02-28		128	17121	16563							0.0	29.43	27.86	https://www.coronavirus2020.kz/
Banteay_Meanchey_Province	Banteay Meanchey Province	2021-02-28	2021-02-28T07:00:00.000Z		58			0			0			0.0		http://www.cdcmoh.gov.kh/
Battambang_Province	Battambang Province	2021-02-28	2021-02-28T07:00:00.000Z		26			0			0			0.0		http://www.cdcmoh.gov.kh/
Cambodia	Cambodia	2021-02-28	2021-02-28T07:00:00.000Z	0	766	477		0	0	0	-25	0	0.0	33.29	0.57	http://www.cdcmoh.gov.kh/
Earth	Earth	2021-02-28	2021-02-27T21:31:27.158Z	2454128	110464995								7305.0	290970.14	188420.43	https://github.com/yahoo/covid-19-data/blob/master/data-sources.md
East_Kazakhstan_Region	East Kazakhstan Region	2021-02-28		332	21945	20059							0.0	55.29	16.57	https://www.coronavirus2020.kz/
India	India	2021-02-28	2021-02-27T02:30:00.000Z	156938	11079979	10763451							90.86	12618.29	10533.71	https://www.mohfw.gov.in/
Jambyl_Region	Jambyl Region	2021-02-28		64	5935	5645							0.0	13.71	13.57	https://www.coronavirus2020.kz/
Kampong_Cham_Province	Kampong Cham Province	2021-02-28	2021-02-28T07:00:00.000Z		16			0			0			0.0		http://www.cdcmoh.gov.kh/
Kampong_Chhnang_Province	Kampong Chhnang Province	2021-02-28	2021-02-28T07:00:00.000Z		3			0			0			0.0		http://www.cdcmoh.gov.kh/
Kampot_Province	Kampot Province	2021-02-28	2021-02-28T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Kandal_Province	Kandal Province	2021-02-28	2021-02-28T07:00:00.000Z		11			0			0			1.29		http://www.cdcmoh.gov.kh/
Karaganda_Region	Karaganda Region	2021-02-28		307	15348	14133							0.0	41.43	37.57	https://www.coronavirus2020.kz/
Kazakhstan	Kazakhstan	2021-02-28		2540	212018	195752							0.0	657.14	665.0	https://www.coronavirus2020.kz/
Kep_Province	Kep Province	2021-02-28	2021-02-28T07:00:00.000Z		4			0			0			0.0		http://www.cdcmoh.gov.kh/
Koh_Kong_Province	Koh Kong Province	2021-02-28	2021-02-28T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Kostanay_Region	Kostanay Region	2021-02-28		40	12249	10827							0.0	56.86	71.71	https://www.coronavirus2020.kz/
Kyzylorda_Region	Kyzylorda Region	2021-02-28		16	3835	3678							0.0	8.57	8.0	https://www.coronavirus2020.kz/
Malaysia	Malaysia	2021-02-28	2021-02-27T04:00:00.000Z	1121	298315	270166							10.0	2577.57	3630.43	http://www.moh.gov.my/
Mangystau_Region	Mangystau Region	2021-02-28		58	4219	3912							0.0	2.86	3.14	https://www.coronavirus2020.kz/
Mauritius	Mauritius	2021-02-28	2021-02-22T20:00:00.000Z	10	610	570							0.0	1.0	2.0	http://www.covid19.mu/
New_Zealand	New Zealand	2021-02-28	2021-02-27T01:00:00.000Z	26	2372	2280	1701362						0.0	3.14	1.0	https://www.health.govt.nz/
North_Kazakhstan_Region	North Kazakhstan Region	2021-02-28		42	12275	11727							0.0	30.71	55.14	https://www.coronavirus2020.kz/
Nur-Sultan	Nur-Sultan	2021-02-28		385	24961	23104							0.0	79.57	77.86	https://www.coronavirus2020.kz/
Pavlodar_Region	Pavlodar Region	2021-02-28		107	17455	16807							0.0	73.71	83.14	https://www.coronavirus2020.kz/
Phnom_Penh	Phnom Penh	2021-02-28	2021-02-28T07:00:00.000Z		538			0			-20			28.57		http://www.cdcmoh.gov.kh/
Preah_Vihear_Province	Preah Vihear Province	2021-02-28	2021-02-28T07:00:00.000Z		2			0			0			0.0		http://www.cdcmoh.gov.kh/
Shymkent	Shymkent	2021-02-28		94	6123	5560							0.0	9.14	5.14	https://www.coronavirus2020.kz/
