regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
Afghanistan	Afghanistan	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Algeria	Algeria	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Armenia	Armenia	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Australia	Australia	2020-02-13		0	15			0	0	0	0	0	0.0	0.0		https://www.who.int/
Austria	Austria	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Azerbaijan	Azerbaijan	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Bahrain	Bahrain	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Belarus	Belarus	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Belgium	Belgium	2020-02-13	2020-05-16T11:41:18.000Z	0	1			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Brazil	Brazil	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Cambodia	Cambodia	2020-02-13	2020-05-16T11:41:18.000Z	0	1			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Canada	Canada	2020-02-13	2020-05-16T11:41:18.000Z	0	7			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
China	China	2020-02-13		1368	59882			15152	254	254	13130	157	114.86	4546.0		https://www.who.int/
Croatia	Croatia	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Czech_Republic	Czech Republic	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Denmark	Denmark	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Dominican_Republic	Dominican Republic	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Earth	Earth	2020-02-13	2020-05-16T11:41:18.000Z	1370	60328			15151	255		13079	158	115.0	4578.57		https://www.ecdc.europa.eu/
Ecuador	Ecuador	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Egypt	Egypt	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
Estonia	Estonia	2020-02-13	2020-05-16T11:41:18.000Z	0	0			0	0	0	0	0	0.0	0.0		https://www.ecdc.europa.eu/
